name,uuid,hash,language,sets,source,path
grep,26ea714b-aca8-4b45-a2a3-8c99cec4e347,93b9736f65649ccdcb93457abc9301b8cc9d0980c347f80ed957c3d4cd0a1a1f,rust,polyglot,https://github.com/exercism/rust,cat/93/b9/93b9736f65649ccdcb93457abc9301b8cc9d0980c347f80ed957c3d4cd0a1a1f
counter,a3e0a4a8-80c4-4ef7-a249-83fd2116e2ce,24a68904b4d478ca62c1fbd14b003f92619998873955fc4035a63410f80f9f81,go,polyglot,https://github.com/exercism/go,cat/24/a6/24a68904b4d478ca62c1fbd14b003f92619998873955fc4035a63410f80f9f81
parallel-letter-frequency,9220867a-f71e-443f-a2fe-f11714818d74,9692fc33fe4612d09c336416666fb45a7844b2fe272464f594040fa6f793c5df,javascript,polyglot,https://github.com/exercism/javascript,cat/96/92/9692fc33fe4612d09c336416666fb45a7844b2fe272464f594040fa6f793c5df
variable-length-quantity,9e76cb2b-5b3e-4137-9bd4-010859efd17f,96022e1f386a3fd818c2fb03d4427a22dd2e75d2e0a4dea2b17aef1e204c1871,java,polyglot,https://github.com/exercism/java,cat/96/02/96022e1f386a3fd818c2fb03d4427a22dd2e75d2e0a4dea2b17aef1e204c1871
zipper,97488a93-9a7a-40de-91e7-130261dcee18,53f15bd47e10ab2c2e028b9c236e27d1c45fd901a31b31904db258ae2f69b72a,java,polyglot,https://github.com/exercism/java,cat/53/f1/53f15bd47e10ab2c2e028b9c236e27d1c45fd901a31b31904db258ae2f69b72a
two-bucket,f859ff39-9e26-4123-8fc1-cdbefc9f7ab2,5fcb1b66f904ec6cafb6bcb355f6ef547467f898cb7bf69ecd504c2a16d29e68,python,polyglot,https://github.com/exercism/python,cat/5f/cb/5fcb1b66f904ec6cafb6bcb355f6ef547467f898cb7bf69ecd504c2a16d29e68
two-bucket,806c4313-c0af-4e34-82a9-addf5e63df12,42fb3a21441d20f5578bfe8a51ecbc322aa5c4f5932e99509421373be856baa9,go,polyglot,https://github.com/exercism/go,cat/42/fb/42fb3a21441d20f5578bfe8a51ecbc322aa5c4f5932e99509421373be856baa9
react,4b4e9f11-70ea-40b6-9483-e0f624c53d0c,42ea1e7e69d89261a0c8215f54b985d8efba3d20a0d30ecc23b54a2e8cb9f36a,javascript,polyglot,https://github.com/exercism/javascript,cat/42/ea/42ea1e7e69d89261a0c8215f54b985d8efba3d20a0d30ecc23b54a2e8cb9f36a
pythagorean-triplet,44ec10ad-b33e-4957-aa44-f02af832f287,d4f1f5390eb32b9d6d219dff0d8a083b86da658c38e80c6fed62835b4b928c9e,java,polyglot,https://github.com/exercism/java,cat/d4/f1/d4f1f5390eb32b9d6d219dff0d8a083b86da658c38e80c6fed62835b4b928c9e
error-handling,819c4b66-93b7-42e4-951d-d95a664a5acc,fc9f00a81f3b24b2ed4a01b678ca176d3cee516684dc90f9588464c03c30ea0a,go,polyglot,https://github.com/exercism/go,cat/fc/9f/fc9f00a81f3b24b2ed4a01b678ca176d3cee516684dc90f9588464c03c30ea0a
space-age,f4110913-81a6-405f-ac6f-76ba760c8352,c3a3653a12557d87dabb5c1d0b4874f9f5fdbeb0eea20c63852e687c8038f788,javascript,polyglot,https://github.com/exercism/javascript,cat/c3/a3/c3a3653a12557d87dabb5c1d0b4874f9f5fdbeb0eea20c63852e687c8038f788
tree-building,6d262f08-6b42-4dba-8702-99c0e5776b5c,c3a9832a7a5c0feec190f9f5d963fd40b9d287b96815283525975c817da70937,java,polyglot,https://github.com/exercism/java,cat/c3/a9/c3a9832a7a5c0feec190f9f5d963fd40b9d287b96815283525975c817da70937
say,c3a54c9e-4e02-457a-8235-c70022c5b938,b4664fd5b64c1af26873f2144e1cdd42f65cdff25a8473e2c98a12703bffdbfc,rust,polyglot,https://github.com/exercism/rust,cat/b4/66/b4664fd5b64c1af26873f2144e1cdd42f65cdff25a8473e2c98a12703bffdbfc
list-ops,7cdcad46-de39-43ba-9d72-43b17a990a67,8c1d63bfa782030bfe0626d31113fd109f8e9ac78c2081d76e34d5ad12a1d7a2,python,polyglot,https://github.com/exercism/python,cat/8c/1d/8c1d63bfa782030bfe0626d31113fd109f8e9ac78c2081d76e34d5ad12a1d7a2
affine-cipher,c7aa8001-b055-4a8b-b570-9a8b27a43b13,fb972309834f872e0c05e4b2ecb34847ae7a1cb340e061b0b35239cd9e1df81f,java,polyglot,https://github.com/exercism/java,cat/fb/97/fb972309834f872e0c05e4b2ecb34847ae7a1cb340e061b0b35239cd9e1df81f
simple-linked-list,b0f7c896-47b8-47f4-b4b3-5cb67b7de9fb,fb8cedb8750693e4fbcf9e3ed65a840bcbeec7f8a5a7c5e587479850178fdfc0,java,polyglot,https://github.com/exercism/java,cat/fb/8c/fb8cedb8750693e4fbcf9e3ed65a840bcbeec7f8a5a7c5e587479850178fdfc0
variable-length-quantity,f1d22b7c-938a-4097-a69a-95d2d15f523e,46dad8cd7565691e85f3e46ed1b85463c25dd052869b1daa9555728c40d21f18,rust,polyglot,https://github.com/exercism/rust,cat/46/da/46dad8cd7565691e85f3e46ed1b85463c25dd052869b1daa9555728c40d21f18
forth,cc467c6e-b394-471a-a3f5-edc9a55f6427,703d8452ce18f7a98b5154cc40ede0bb6b607a399a2f8bf6a7658f7b20aa9da3,java,polyglot,https://github.com/exercism/java,cat/70/3d/703d8452ce18f7a98b5154cc40ede0bb6b607a399a2f8bf6a7658f7b20aa9da3
alphametics,40a326a3-7608-45f8-b4b7-27cbb3185d4f,3be01b27093a83fbb4cb8e957c34812405ace2024aaad0256f0200a2c6a4981f,rust,polyglot,https://github.com/exercism/rust,cat/3b/e0/3be01b27093a83fbb4cb8e957c34812405ace2024aaad0256f0200a2c6a4981f
satellite,f09bf8bb-d388-4744-b759-b82ca1dcc995,d8a0ba16b8d5570b21b407dec4b70d7644b3cc9735c0738a80bde7c375b6688b,java,polyglot,https://github.com/exercism/java,cat/d8/a0/d8a0ba16b8d5570b21b407dec4b70d7644b3cc9735c0738a80bde7c375b6688b
circular-buffer,64194acf-c48b-4cae-b411-1b0cafaa499a,66322a7ca2763839815bc9c633cf3dce0de314e85cde8aa914eded583f3ef9ee,java,polyglot,https://github.com/exercism/java,cat/66/32/66322a7ca2763839815bc9c633cf3dce0de314e85cde8aa914eded583f3ef9ee
pig-latin,1ad0f8be-4e6e-4379-bdd8-63bcd628e682,8965bb60bab895032d8dd35277906fd407a350a2953328a7bffe37244f5f9461,rust,polyglot,https://github.com/exercism/rust,cat/89/65/8965bb60bab895032d8dd35277906fd407a350a2953328a7bffe37244f5f9461
space-age,ffa5daf3-1af6-4468-a28c-0fd9a1cef037,6402d1563c51e4415a4ec2ce4f91bee357339ad8deffbdc0632d17a61cf2a6e6,cpp,polyglot,https://github.com/exercism/cpp,cat/64/02/6402d1563c51e4415a4ec2ce4f91bee357339ad8deffbdc0632d17a61cf2a6e6
twelve-days,05501c30-2f03-4137-b4bf-e5bdc5d6ae3d,62a610dcc71c4a9f28525f159211a01beed46f2c91cec2e0a65061bf5c2650ba,java,polyglot,https://github.com/exercism/java,cat/62/a6/62a610dcc71c4a9f28525f159211a01beed46f2c91cec2e0a65061bf5c2650ba
poker,c698c612-3d50-4ba5-aab7-6ae2962712a0,6213378f9c22a71ac130c114e68109d403e2a77830010abf591d546d9305de65,go,polyglot,https://github.com/exercism/go,cat/62/13/6213378f9c22a71ac130c114e68109d403e2a77830010abf591d546d9305de65
dnd-character,61312aef-0ddc-4b7c-a03f-95e783c8f65e,dd57dc7e3d02c4e8eb1e2e83e0faa1e5b7bb02b770b32659162bd3af1be64fb3,cpp,polyglot,https://github.com/exercism/cpp,cat/dd/57/dd57dc7e3d02c4e8eb1e2e83e0faa1e5b7bb02b770b32659162bd3af1be64fb3
meetup,ea179608-11b0-4d6b-83ab-71dbfb2c1c3b,30085410bae5a5ea0adc4a94e2071e083a244d88351c8f5029f57907befed9dc,cpp,polyglot,https://github.com/exercism/cpp,cat/30/08/30085410bae5a5ea0adc4a94e2071e083a244d88351c8f5029f57907befed9dc
go-counting,29721b3e-2b7e-40fe-866a-ad845e126703,30084ed76d01453a0335309cec6c1eff2b6fc7ffd5151e0fb18b3e0066a33c5b,python,polyglot,https://github.com/exercism/python,cat/30/08/30084ed76d01453a0335309cec6c1eff2b6fc7ffd5151e0fb18b3e0066a33c5b
change,86f8faff-3589-4c9b-9fd7-7207cb77e7de,7f4702dc6f848033ce987cccbb53450c12df03fb9c54230204c3447d65f41560,java,polyglot,https://github.com/exercism/java,cat/7f/47/7f4702dc6f848033ce987cccbb53450c12df03fb9c54230204c3447d65f41560
scale-generator,be36e315-e11d-4770-a969-1b55e239b5bb,7f1988cd9e4a574aef4876e5429d4d81b0a5352eb465741130bcd9932d63d963,javascript,polyglot,https://github.com/exercism/javascript,cat/7f/19/7f1988cd9e4a574aef4876e5429d4d81b0a5352eb465741130bcd9932d63d963
gigasecond,39a4c8c5-e73a-401b-b856-c55a2d425a2c,7f315465599feb2299435dc29838dfc98c6ca33a6ca2334a8419f5e6811c2219,cpp,polyglot,https://github.com/exercism/cpp,cat/7f/31/7f315465599feb2299435dc29838dfc98c6ca33a6ca2334a8419f5e6811c2219
state-of-tic-tac-toe,6b5c74f5-82ff-437d-875b-5ea76e7aac06,35160f53aa5727e40a4f41fa5bf9661431fc96856bb26c4410b4c0b69a7bbcc4,java,polyglot,https://github.com/exercism/java,cat/35/16/35160f53aa5727e40a4f41fa5bf9661431fc96856bb26c4410b4c0b69a7bbcc4
meetup,01d8d677-62f0-43e3-866c-8fea747d0da1,d1780edce9117ba74283a4be6ac16bf715520c3d42cb1baeaf32271e31f359fb,javascript,polyglot,https://github.com/exercism/javascript,cat/d1/78/d1780edce9117ba74283a4be6ac16bf715520c3d42cb1baeaf32271e31f359fb
ledger,e9dc47fb-80d1-46e1-9534-0acf97846051,d1d18d3b22efacef459a0b0156d9a9a40be78bb17cead3f8398d7b07e28e35af,go,polyglot,https://github.com/exercism/go,cat/d1/d1/d1d18d3b22efacef459a0b0156d9a9a40be78bb17cead3f8398d7b07e28e35af
simple-linked-list,442e7b00-dc0f-45f2-8227-11e545ab217b,2b60e59aa8dc60f58f2d9ed3fed6d0df25c0cbef1aa659a3ecb9485e0e72e42f,go,polyglot,https://github.com/exercism/go,cat/2b/60/2b60e59aa8dc60f58f2d9ed3fed6d0df25c0cbef1aa659a3ecb9485e0e72e42f
ledger,a53612ca-5d2f-4891-9f16-25d496607f28,146942d61a214bc8beb6d054ac46d5b0826c3401d0bfb4894887a45f393d71d0,java,polyglot,https://github.com/exercism/java,cat/14/69/146942d61a214bc8beb6d054ac46d5b0826c3401d0bfb4894887a45f393d71d0
zipper,de1e1dbd-0dbe-43dc-8e4b-b02665a7e4b2,40f71bf93d8649b61469bccf69109c7258a729249d6ba31136132b421353b9e1,python,polyglot,https://github.com/exercism/python,cat/40/f7/40f71bf93d8649b61469bccf69109c7258a729249d6ba31136132b421353b9e1
binary,8ea5db49-ad3d-4daa-9bb0-e61ee5a77b79,40b3db0e76617402e7bedaeb56dd0d989691c6c7617e95219417e6702bbec2f2,javascript,polyglot,https://github.com/exercism/javascript,cat/40/b3/40b3db0e76617402e7bedaeb56dd0d989691c6c7617e95219417e6702bbec2f2
triangle,6222015a-2f6b-4694-ab37-5dafb49d1cfc,b18f7524fb0a6b39217b5241444543d1beb7c7ce0db4f911646a694eb9f09164,javascript,polyglot,https://github.com/exercism/javascript,cat/b1/8f/b18f7524fb0a6b39217b5241444543d1beb7c7ce0db4f911646a694eb9f09164
two-bucket,fe89fd8e-f58e-4420-833d-7ac2d029c10a,e52368ee68014e4423ea7b643b217793afab02cba7d84c62d3e932d524aec999,java,polyglot,https://github.com/exercism/java,cat/e5/23/e52368ee68014e4423ea7b643b217793afab02cba7d84c62d3e932d524aec999
trinary,c343cac9-affc-4f27-8130-2909975e9296,797a83ab141b6ba4ae54e6787a9ad42eb2fe3995fb77c4300e8b1c79de6ff5a5,go,polyglot,https://github.com/exercism/go,cat/79/7a/797a83ab141b6ba4ae54e6787a9ad42eb2fe3995fb77c4300e8b1c79de6ff5a5
beer-song,f8311142-8045-4f76-a4ed-2fea775f484d,7912ae012664e6e195aea17cabe14ee39fbcef363e17959d1a4c19a92546301a,javascript,polyglot,https://github.com/exercism/javascript,cat/79/12/7912ae012664e6e195aea17cabe14ee39fbcef363e17959d1a4c19a92546301a
palindrome-products,0a4de7a2-8594-4b2d-b62e-46cb98020f25,7931d7be496513bf2f1722ff4172e28fd03caa625982859c70cfd52130766883,java,polyglot,https://github.com/exercism/java,cat/79/31/7931d7be496513bf2f1722ff4172e28fd03caa625982859c70cfd52130766883
queen-attack,1e9912fc-d0f3-4551-960b-58dc3460645c,368576b84a8be76b38dc97b9c1598ef32e344cc93301573ba30196f3722a60b7,java,polyglot,https://github.com/exercism/java,cat/36/85/368576b84a8be76b38dc97b9c1598ef32e344cc93301573ba30196f3722a60b7
poker,96f565bf-7d14-48ce-b638-d31c1529315f,68b2229b829918df76a10a11beb3de8af6291cc880434cddca533b1bfbf265ad,javascript,polyglot,https://github.com/exercism/javascript,cat/68/b2/68b2229b829918df76a10a11beb3de8af6291cc880434cddca533b1bfbf265ad
crypto-square,5a8a4337-ee6c-4e6e-a1dc-cef417b85112,1f9e375f4daf985eadfeb90ece41e76f8de4aa665cae22f9d461077319322b5e,go,polyglot,https://github.com/exercism/go,cat/1f/9e/1f9e375f4daf985eadfeb90ece41e76f8de4aa665cae22f9d461077319322b5e
pig-latin,e194e60f-8aaf-4805-ac6b-2e281a110199,9f88a5b831e23ae97a3b45aa00dce24fc9bc90b27839447b24c3a1d3e2cfd3e9,javascript,polyglot,https://github.com/exercism/javascript,cat/9f/88/9f88a5b831e23ae97a3b45aa00dce24fc9bc90b27839447b24c3a1d3e2cfd3e9
rest-api,9d51d119-a4d5-4696-baa8-311bc29637ff,f827765a01b85ba5c2d36f4649cf0a0ea6a3ca65b6658a2158b2c96000300e84,java,polyglot,https://github.com/exercism/java,cat/f8/27/f827765a01b85ba5c2d36f4649cf0a0ea6a3ca65b6658a2158b2c96000300e84
gigasecond,d54c7ffa-742a-4a62-b6a7-1981d6849624,f8932769327887cd7884fb97ec3742ac673ca1f905e4e1dd3fa720458b3a54e0,rust,polyglot,https://github.com/exercism/rust,cat/f8/93/f8932769327887cd7884fb97ec3742ac673ca1f905e4e1dd3fa720458b3a54e0
dominoes,c351195e-9dd2-4c51-98bf-98a360826885,f86513f60e331fa497f3808f786a97b886a9f689ad5910e137e440c2d0c677f0,java,polyglot,https://github.com/exercism/java,cat/f8/65/f86513f60e331fa497f3808f786a97b886a9f689ad5910e137e440c2d0c677f0
wordy,048e431f-ccb6-491d-a573-4a89ce9889d9,c0946992c433b273bf687f5b2a2b1e7b04389b6ba7c0f1b7454bae6460b63124,java,polyglot,https://github.com/exercism/java,cat/c0/94/c0946992c433b273bf687f5b2a2b1e7b04389b6ba7c0f1b7454bae6460b63124
twelve-days,f1ca1b5a-8d70-4233-b8a2-a346b290372e,f959a4fb9cf6d86ed49d22643b9ccb7fb2ece666df4c176ad677e40fcc03c3bc,javascript,polyglot,https://github.com/exercism/javascript,cat/f9/59/f959a4fb9cf6d86ed49d22643b9ccb7fb2ece666df4c176ad677e40fcc03c3bc
parallel-letter-frequency,ff0c9954-650f-43f4-85c2-9417bef2eed0,945385f7dd86e24bde3b7bb3c650cc7a20847c20a5715ec5e928603c44de3581,rust,polyglot,https://github.com/exercism/rust,cat/94/53/945385f7dd86e24bde3b7bb3c650cc7a20847c20a5715ec5e928603c44de3581
react,5392a82c-a772-4001-b159-72720747629b,e12819a45c08f28bc15903f2d57207d351e6e028a9f7f66e4a37814861269e91,rust,polyglot,https://github.com/exercism/rust,cat/e1/28/e12819a45c08f28bc15903f2d57207d351e6e028a9f7f66e4a37814861269e91
pov,8bf660c6-99be-4748-a954-c6955df85938,e1bb7d0824835c3301e70bbc6046d15c594f97a259ea812efaed7c366ed0fceb,java,polyglot,https://github.com/exercism/java,cat/e1/bb/e1bb7d0824835c3301e70bbc6046d15c594f97a259ea812efaed7c366ed0fceb
zebra-puzzle,a34e5308-e0c0-4dfe-9e03-3b0b57d6e736,58f912632f5f0a5be583a5e8b5aab65896d918d554d6f230c8f455ae93a5a161,java,polyglot,https://github.com/exercism/java,cat/58/f9/58f912632f5f0a5be583a5e8b5aab65896d918d554d6f230c8f455ae93a5a161
rectangles,bd76e214-21f2-443a-90af-8e69e803359a,58a89576482be84e9fe9953e6bde891222461e423e33b182c8868ad8f02a0cfd,javascript,polyglot,https://github.com/exercism/javascript,cat/58/a8/58a89576482be84e9fe9953e6bde891222461e423e33b182c8868ad8f02a0cfd
bowling,38daaa8b-3bfa-4417-8008-4ca864b6c5fb,eb6d0c417be510275b8f0895c409e79d8f245d2785b49cc93cf85c97296fdaec,javascript,polyglot,https://github.com/exercism/javascript,cat/eb/6d/eb6d0c417be510275b8f0895c409e79d8f245d2785b49cc93cf85c97296fdaec
grade-school,23372a55-e629-454d-a629-e6589ba05a8c,1156ed30807b461ed369d33d97ec457d8dbf6dd3a32189c4506c47094fd6dbd4,cpp,polyglot,https://github.com/exercism/cpp,cat/11/56/1156ed30807b461ed369d33d97ec457d8dbf6dd3a32189c4506c47094fd6dbd4
forth,e80eb27c-fc66-4168-b6ab-e9398f903dae,0be85dcf27070a6811de7f581915f1abed6fa2099b047c4f129bc145f2c463d4,go,polyglot,https://github.com/exercism/go,cat/0b/e8/0be85dcf27070a6811de7f581915f1abed6fa2099b047c4f129bc145f2c463d4
knapsack,25a3aeb6-8ea6-4f58-9f13-064e44c6bd5e,32fe4c4f9aefe1876a0d32bae9c9e7f4d44204919e7b332022aae87cf12981a8,cpp,polyglot,https://github.com/exercism/cpp,cat/32/fe/32fe4c4f9aefe1876a0d32bae9c9e7f4d44204919e7b332022aae87cf12981a8
house,e6319b3e-bdae-4ed2-b285-cefbebca933a,3200b10567ef444eb255c2dc6090c9252849f941018437eada0ded39f5c0ccff,javascript,polyglot,https://github.com/exercism/javascript,cat/32/00/3200b10567ef444eb255c2dc6090c9252849f941018437eada0ded39f5c0ccff
go-counting,d64b019f-c99f-4100-9804-b55a192abaab,a4caba89642cb002137d56181b8450d91d57b74f353ae533587b168e9fc43375,java,polyglot,https://github.com/exercism/java,cat/a4/ca/a4caba89642cb002137d56181b8450d91d57b74f353ae533587b168e9fc43375
transpose,976287e2-c4f3-4494-8865-c883aefd5c7a,a464d4aa28c21f7bc4adb87dfb7a4728aed8578f37940cf42fd22d9b9ad69ad7,java,polyglot,https://github.com/exercism/java,cat/a4/64/a464d4aa28c21f7bc4adb87dfb7a4728aed8578f37940cf42fd22d9b9ad69ad7
zebra-puzzle,ef9e88eb-030b-4497-bdc7-a735b224f674,3f97989d64cbb2446c010f37bba1b551dbca1a964940933dd1a89637068b91ab,javascript,polyglot,https://github.com/exercism/javascript,cat/3f/97/3f97989d64cbb2446c010f37bba1b551dbca1a964940933dd1a89637068b91ab
word-count,043b201a-a0f2-4e60-a5df-c4e04c6dfbb5,9e2c4d33dee6a08782fdebdb27008e78d085eba5eb5c1cf2f8d5d7654cd170ba,rust,polyglot,https://github.com/exercism/rust,cat/9e/2c/9e2c4d33dee6a08782fdebdb27008e78d085eba5eb5c1cf2f8d5d7654cd170ba
bank-account,b5b8982c-40ad-4ab5-9e49-dce2e637fe4d,9ea1f4b60c4ac92f0d938d72fd0c272eac0ef94b76fb311bbeb85d19468325af,cpp,polyglot,https://github.com/exercism/cpp,cat/9e/a1/9ea1f4b60c4ac92f0d938d72fd0c272eac0ef94b76fb311bbeb85d19468325af
variable-length-quantity,6f1393b3-1f07-4e2c-8ac5-2ce18d7a9add,a2439160c3963e97dc8fa3530ab50afa628fc5045623e3e03803870c9893f76f,python,polyglot,https://github.com/exercism/python,cat/a2/43/a2439160c3963e97dc8fa3530ab50afa628fc5045623e3e03803870c9893f76f
bank-account,da1c651b-22f8-46a5-bd02-6ffb1f15fb3c,a28de2953481e3c2e0f2084b87940fb182d9e258a4e5d98380471c6c797e9061,java,polyglot,https://github.com/exercism/java,cat/a2/8d/a28de2953481e3c2e0f2084b87940fb182d9e258a4e5d98380471c6c797e9061
linked-list,c9f10ae1-e504-4c8c-8325-304d0c70b284,bc18e901f79bf0927d8ad8cf284a2c6dc12df935ba02c2da45124169f396ae22,cpp,polyglot,https://github.com/exercism/cpp,cat/bc/18/bc18e901f79bf0927d8ad8cf284a2c6dc12df935ba02c2da45124169f396ae22
transpose,0db25841-9127-4546-81f4-ce99e4e53860,e4e0afed81cf65ddc4fa93087f26ed45b246c7677fb5f5775464d7f24fe41773,javascript,polyglot,https://github.com/exercism/javascript,cat/e4/e0/e4e0afed81cf65ddc4fa93087f26ed45b246c7677fb5f5775464d7f24fe41773
transpose,a685faf0-e1f5-4dd7-b411-b3600a4b816e,aaa9483618755e1f35710281423127ae64eed7c85824d7e3b704f57195759b44,python,polyglot,https://github.com/exercism/python,cat/aa/a9/aaa9483618755e1f35710281423127ae64eed7c85824d7e3b704f57195759b44
dominoes,21afe36d-42b7-4d47-b647-ddbe9f49f72f,da7f2ce9f54b4f878a129c661ac5e84eacc1126c5156045a5fccc2f38caf2ebb,python,polyglot,https://github.com/exercism/python,cat/da/7f/da7f2ce9f54b4f878a129c661ac5e84eacc1126c5156045a5fccc2f38caf2ebb
book-store,35d73ae4-8f1b-4857-9bcb-3a6f1b9cf133,e22ab6c9c8dbcd9e44af33c4ae51a947722d75c89223db9a194d5fd7b69437a7,go,polyglot,https://github.com/exercism/go,cat/e2/2a/e22ab6c9c8dbcd9e44af33c4ae51a947722d75c89223db9a194d5fd7b69437a7
rational-numbers,0d6e8622-99e5-472a-9aa9-5eacb0bc1bbe,3e9328d35c33ca3cf44e7707d6f8f7775cd0c061681e55feb64d25143bbc17dc,java,polyglot,https://github.com/exercism/java,cat/3e/93/3e9328d35c33ca3cf44e7707d6f8f7775cd0c061681e55feb64d25143bbc17dc
paasio,f909f3b1-5a8c-42da-aa07-ecaf9daa358b,f485066a5c1c83e2723e2cd73106563f5aa8da3032d3e7d64d7ea5c717f8f15c,go,polyglot,https://github.com/exercism/go,cat/f4/85/f485066a5c1c83e2723e2cd73106563f5aa8da3032d3e7d64d7ea5c717f8f15c
dot-dsl,22fe756c-d15c-49f8-b3c3-f588669fa39d,f4592b70cc7be872ec08eae5d85ffeaf19540ca3ff41fb751a134b47047a199a,rust,polyglot,https://github.com/exercism/rust,cat/f4/59/f4592b70cc7be872ec08eae5d85ffeaf19540ca3ff41fb751a134b47047a199a
complex-numbers,ce0cf03a-4698-4a63-99dc-acad9893f584,4fe28ff186b117faedc4c2d194fd676084881f6c947f37887ef7e79e76813c6f,javascript,polyglot,https://github.com/exercism/javascript,cat/4f/e2/4fe28ff186b117faedc4c2d194fd676084881f6c947f37887ef7e79e76813c6f
doubly-linked-list,974df8bd-2683-47bb-a5e8-cef474560327,e7d8e664a1720597034b9ed58adb00af613e995679f39cfea8b35c9f5e238cd4,rust,polyglot,https://github.com/exercism/rust,cat/e7/d8/e7d8e664a1720597034b9ed58adb00af613e995679f39cfea8b35c9f5e238cd4
beer-song,e5909a46-e58d-44f4-a177-4ffe4c75fe9d,e73429bc0d8b6d7f8e1df6b795115abfc898ba959fb6af79e1884b55bf68bcd7,go,polyglot,https://github.com/exercism/go,cat/e7/34/e73429bc0d8b6d7f8e1df6b795115abfc898ba959fb6af79e1884b55bf68bcd7
accumulate,3167a1c8-4828-4744-900c-9b1120774150,73a02df457fda6f129946db3458fdc1ea6ee525ca362aa8e54521abf325752aa,rust,polyglot,https://github.com/exercism/rust,cat/73/a0/73a02df457fda6f129946db3458fdc1ea6ee525ca362aa8e54521abf325752aa
book-store,23c451ae-2adc-4d54-b64a-b3d82b076ff4,73488e20a9a503b7852005c6cd821307d314bee69063d822b86d69327f7c5c42,javascript,polyglot,https://github.com/exercism/javascript,cat/73/48/73488e20a9a503b7852005c6cd821307d314bee69063d822b86d69327f7c5c42
two-bucket,1ab5df21-cf9c-47e4-a12a-2669f05a91c9,737206fd87db697a50be7a412d93433a4b4ad0293d9eeaeeb2e2595785af3926,rust,polyglot,https://github.com/exercism/rust,cat/73/72/737206fd87db697a50be7a412d93433a4b4ad0293d9eeaeeb2e2595785af3926
decimal,79f252f8-4975-49a9-8cdb-c51e6cc3fc7f,9a30db9e0ad4e71a96afbe8df17cf27c60ebe36c2c4ebf0a8e3ed7e73b43ced0,rust,polyglot,https://github.com/exercism/rust,cat/9a/30/9a30db9e0ad4e71a96afbe8df17cf27c60ebe36c2c4ebf0a8e3ed7e73b43ced0
robot-name,311a96c5-0185-4a13-9678-6177e0cc4e2f,49cba301580b63a76f3e5b02c37ff086d3bbb2b04e5840a1ff677f9288e011f2,javascript,polyglot,https://github.com/exercism/javascript,cat/49/cb/49cba301580b63a76f3e5b02c37ff086d3bbb2b04e5840a1ff677f9288e011f2
resistor-color-trio,c4e02436-8cee-42f6-9564-99a8e5434765,5928afeac681d96664073371ad84492c4dbc84ffa2137af2e6c935633afd52e8,javascript,polyglot,https://github.com/exercism/javascript,cat/59/28/5928afeac681d96664073371ad84492c4dbc84ffa2137af2e6c935633afd52e8
phone-number,fe913b22-0b47-45a0-a512-1c39de49815f,2021037669d6aa9abbf4ea1893ecd8036f6cc323190c44e03a6fcc7cd07bda18,cpp,polyglot,https://github.com/exercism/cpp,cat/20/21/2021037669d6aa9abbf4ea1893ecd8036f6cc323190c44e03a6fcc7cd07bda18
zipper,6bb46fd8-3f1c-4293-8b52-b8c694610814,2053bf205ae929455b9b0a627de6a63970ea85901909258eaa0dc1d298d8a237,javascript,polyglot,https://github.com/exercism/javascript,cat/20/53/2053bf205ae929455b9b0a627de6a63970ea85901909258eaa0dc1d298d8a237
clock,99906caf-7b01-4bfd-a434-48ccd4369843,20a97eeabb1f0d71ab7f66bcf0fab9d1098a3108f09d04ba786dc371b67baa10,cpp,polyglot,https://github.com/exercism/cpp,cat/20/a9/20a97eeabb1f0d71ab7f66bcf0fab9d1098a3108f09d04ba786dc371b67baa10
list-ops,16c41320-196f-4414-ab67-258cb2e4b7a7,9c44d0c9966b9f0a675fe7c2bd6401b6cb71979e3301971531e3bfc530409330,javascript,polyglot,https://github.com/exercism/javascript,cat/9c/44/9c44d0c9966b9f0a675fe7c2bd6401b6cb71979e3301971531e3bfc530409330
poker,19fd1ee0-4940-460a-9fe3-1543efb5e2fa,9c50f43fa043c1df7534ca55568862dec7fe2fcc9970453e49483c0c5c40a3db,python,polyglot,https://github.com/exercism/python,cat/9c/50/9c50f43fa043c1df7534ca55568862dec7fe2fcc9970453e49483c0c5c40a3db
circular-buffer,b08886ab-188e-4694-99e2-d84e48e3848d,9c62bd82f5bec341ba221291a1207c352653c5dc15cdfd2e25c19c86b845fa70,cpp,polyglot,https://github.com/exercism/cpp,cat/9c/62/9c62bd82f5bec341ba221291a1207c352653c5dc15cdfd2e25c19c86b845fa70
pov,c3dd5d07-e19c-4b93-a8fa-3774472339a0,d5bdc7322bc55174da9d9d822969ceb8f4adaf611538d74e7a6898605f6e0448,python,polyglot,https://github.com/exercism/python,cat/d5/bd/d5bdc7322bc55174da9d9d822969ceb8f4adaf611538d74e7a6898605f6e0448
affine-cipher,051f6dcf-0cf6-4dc8-9646-01175682adab,b9a528b1e3d2c723c9624cf26f0527054a24220974cb25f7b44c94db419ec092,python,polyglot,https://github.com/exercism/python,cat/b9/a5/b9a528b1e3d2c723c9624cf26f0527054a24220974cb25f7b44c94db419ec092
react,f00b73bb-24ea-4703-af93-bb517226882d,e01270b797da9c494ec79e654d661b19054acb3bc21085a97a58cc8775616b31,java,polyglot,https://github.com/exercism/java,cat/e0/12/e01270b797da9c494ec79e654d661b19054acb3bc21085a97a58cc8775616b31
